AUDITUSER,AUDITTIMESTAMP,DATESTAMP,VARID,CURVALUE,TEXTVALUE,STATUS,FORCED
seymourrd,"2025-09-16 10:37:44.247","2025-09-16 10:15:00.000",2437,1.0,CRP_RT,0,0
seymourrd,"2025-09-16 10:32:23.520","2025-09-16 10:15:00.000",2441,1.0,16116,0,0
seymourrd,"2025-09-16 10:32:12.290","2025-09-16 10:15:00.000",2442,1.0,TR,0,0
seymourrd,"2025-09-16 10:32:07.717","2025-09-16 10:15:00.000",2443,1.0,TR0278B,0,0
seymourrd,"2025-09-16 10:32:58.273","2025-09-16 10:15:00.000",2444,29.399999999999999,29.4,0,0
seymourrd,"2025-09-16 10:33:29.113","2025-09-16 10:15:00.000",2446,8.6999999999999993,8.7,0,0
seymourrd,"2025-09-16 10:33:39.203","2025-09-16 10:15:00.000",2450,8.5999999999999996,8.6,0,0
seymourrd,"2025-09-16 10:33:42.590","2025-09-16 10:15:00.000",2451,98.0,98,0,0
seymourrd,"2025-09-16 10:33:49.517","2025-09-16 10:15:00.000",2452,534.5,534.5,0,0
seymourrd,"2025-09-16 10:37:39.960","2025-09-16 10:15:00.000",2454,0.40000000000000002,0.4,0,0
seymourrd,"2025-09-16 10:33:51.177","2025-09-16 10:15:00.000",2456,3.0,Unknown,0,0
seymourrd,"2025-09-16 10:33:34.193","2025-09-16 10:15:00.000",2458,389.0,389,0,0
seymourrd,"2025-09-16 10:33:06.160","2025-09-16 10:15:00.000",2459,5.5999999999999996,5.6,0,0
seymourrd,"2025-09-16 10:33:22.510","2025-09-16 10:15:00.000",2460,27.899999999999999,27.9,0,0
seymourrd,"2025-09-10 08:47:02.540","2025-09-10 08:30:00.000",2538,0.29999999999999999,0.3,0,0
seymourrd,"2025-09-10 08:45:41.937","2025-09-10 08:30:00.000",2539,1.0,840,0,0
naranjodl,"2025-09-11 07:55:03.943","2025-09-11 07:45:00.000",2549,1.0,"",0,0
seymourrd,"2025-09-10 08:46:26.353","2025-09-10 08:30:00.000",2552,21.5,21.5,0,0
seymourrd,"2025-09-10 08:47:12.380","2025-09-10 08:30:00.000",2554,7.4000000000000004,7.4,0,0
naranjodl,"2025-09-11 07:48:24.857","2025-09-11 07:45:00.000",2554,9.0,9,0,0
seymourrd,"2025-09-10 08:47:27.300","2025-09-10 08:30:00.000",2565,7.5,7.5,0,0
naranjodl,"2025-09-11 07:48:29.833","2025-09-11 07:45:00.000",2565,9.0,9,0,0
seymourrd,"2025-09-10 08:46:31.013","2025-09-10 08:30:00.000",2567,0.37,0.37,0,0
naranjodl,"2025-09-11 07:48:36.927","2025-09-11 07:45:00.000",2568,9.0,9,0,0
naranjodl,"2025-09-11 07:48:31.317","2025-09-11 07:45:00.000",2570,9.0,9,0,0
seymourrd,"2025-09-10 08:47:20.390","2025-09-10 08:30:00.000",2571,804.0,804,0,0
naranjodl,"2025-09-11 07:48:27.667","2025-09-11 07:45:00.000",2571,9.0,9,0,0
seymourrd,"2025-09-10 08:47:07.197","2025-09-10 08:30:00.000",2573,23.800000000000001,23.8,0,0
naranjodl,"2025-09-11 07:48:21.393","2025-09-11 07:45:00.000",2573,9999999.0,9999999,0,0
seymourrd,"2025-09-10 11:12:29.377","2025-09-10 11:00:00.000",2583,0.29999999999999999,0.3,0,0
seymourrd,"2025-09-10 11:11:44.257","2025-09-10 11:00:00.000",2584,1.0,1100,0,0
seymourrd,"2025-09-10 11:12:18.380","2025-09-10 11:00:00.000",2597,27.5,27.5,0,0
seymourrd,"2025-09-10 11:12:38.393","2025-09-10 11:00:00.000",2599,5.9000000000000004,5.9,0,0
seymourrd,"2025-09-10 11:12:52.700","2025-09-10 11:00:00.000",2604,174.80000000000001,174.8,0,0
seymourrd,"2025-09-10 11:12:49.100","2025-09-10 11:00:00.000",2610,7.5999999999999996,7.6,0,0
seymourrd,"2025-09-10 11:12:24.033","2025-09-10 11:00:00.000",2612,0.27000000000000002,0.27,0,0
seymourrd,"2025-09-10 11:12:42.753","2025-09-10 11:00:00.000",2616,350.0,350,0,0
seymourrd,"2025-09-10 11:12:34.023","2025-09-10 11:00:00.000",2618,25.800000000000001,25.8,0,0
seymourrd,"2025-09-10 10:00:53.750","2025-09-10 09:45:00.000",2647,7.0000000000000007E-2,0.07,0,0
seymourrd,"2025-09-10 09:59:21.627","2025-09-10 09:45:00.000",2649,1.0,945,0,0
seymourrd,"2025-09-10 10:00:04.830","2025-09-10 09:45:00.000",2674,22.300000000000001,22.3,0,0
seymourrd,"2025-09-10 10:01:03.030","2025-09-10 09:45:00.000",2676,8.1999999999999993,8.2,0,0
AngelaKilpatrick,"2025-09-11 07:48:25.307","2025-09-11 07:45:00.000",2676,8.1999999999999993,8.2,0,0
seymourrd,"2025-09-10 10:02:07.040","2025-09-10 09:45:00.000",2681,9.9000000000000004,9.9,0,0
seymourrd,"2025-09-10 10:02:01.967","2025-09-10 09:45:00.000",2687,8.0,8,0,0
AngelaKilpatrick,"2025-09-11 07:48:34.607","2025-09-11 07:45:00.000",2687,7.7999999999999998,7.8,0,0
seymourrd,"2025-09-10 10:00:11.063","2025-09-10 09:45:00.000",2689,0.46000000000000002,0.46,0,0
seymourrd,"2025-09-10 10:01:07.510","2025-09-10 09:45:00.000",2693,462.0,462,0,0
AngelaKilpatrick,"2025-09-11 07:48:28.630","2025-09-11 07:45:00.000",2693,452.0,452,0,0
seymourrd,"2025-09-10 10:00:45.807","2025-09-10 09:45:00.000",2694,0.20000000000000001,0.2,0,0
seymourrd,"2025-09-10 10:00:59.837","2025-09-10 09:45:00.000",2695,21.699999999999999,21.7,0,0
AngelaKilpatrick,"2025-09-11 07:48:22.370","2025-09-11 07:45:00.000",2695,25.0,25,0,0
seymourrd,"2025-09-17 10:02:12.907","2025-09-17 09:45:00.000",2726,1.0,Other,0,0
seymourrd,"2025-09-17 10:02:09.727","2025-09-17 09:45:00.000",2727,2.0,No,0,0
seymourrd,"2025-09-17 10:00:48.553","2025-09-17 09:45:00.000",2728,1.0,09/17/25,0,0
seymourrd,"2025-09-17 10:01:31.650","2025-09-17 09:45:00.000",2729,0.29999999999999999,0.3,0,0
seymourrd,"2025-09-17 10:00:53.103","2025-09-17 09:45:00.000",2730,1.0,955,0,0
seymourrd,"2025-09-17 10:02:12.907","2025-09-17 09:45:00.000",2733,1.0,RT,0,0
seymourrd,"2025-09-17 10:01:12.667","2025-09-17 09:45:00.000",2734,1.0,"clear skies slight breeze warm",0,0
seymourrd,"2025-09-17 10:00:58.107","2025-09-17 09:45:00.000",2735,1.0,"Did Not Check",0,0
seymourrd,"2025-09-17 10:02:12.907","2025-09-17 09:45:00.000",2736,1.0,CRP_RT,0,0
seymourrd,"2025-09-17 10:00:43.027","2025-09-17 09:45:00.000",2740,1.0,20884,0,0
seymourrd,"2025-09-17 10:00:32.177","2025-09-17 09:45:00.000",2741,1.0,TR,0,0
seymourrd,"2025-09-17 10:00:24.640","2025-09-17 09:45:00.000",2742,1.0,TR0280B,0,0
seymourrd,"2025-09-17 10:01:17.413","2025-09-17 09:45:00.000",2743,28.899999999999999,28.9,0,0
seymourrd,"2025-09-17 10:01:20.233","2025-09-17 09:45:00.000",2744,11.0,11,0,0
seymourrd,"2025-09-17 10:01:40.680","2025-09-17 09:45:00.000",2745,8.5999999999999996,8.6,0,0
seymourrd,"2025-09-17 10:01:53.143","2025-09-17 09:45:00.000",2749,8.5999999999999996,8.6,0,0
seymourrd,"2025-09-17 10:02:01.113","2025-09-17 09:45:00.000",2750,97.900000000000006,97.9,0,0
seymourrd,"2025-09-17 10:02:09.220","2025-09-17 09:45:00.000",2751,534.47000000000003,534.47,0,0
seymourrd,"2025-09-17 10:01:24.583","2025-09-17 09:45:00.000",2753,0.37,0.37,0,0
seymourrd,"2025-09-17 10:02:10.830","2025-09-17 09:45:00.000",2755,3.0,Unknown,0,0
seymourrd,"2025-09-17 10:01:47.633","2025-09-17 09:45:00.000",2757,386.0,386,0,0
seymourrd,"2025-09-17 10:01:29.113","2025-09-17 09:45:00.000",2758,3.8999999999999999,3.9,0,0
seymourrd,"2025-09-17 10:01:36.987","2025-09-17 09:45:00.000",2759,28.399999999999999,28.4,0,0
AngelaKilpatrick,"2025-09-02 11:45:39.040","2025-09-02 11:30:00.000",2783,0.29999999999999999,0.3,0,0
AngelaKilpatrick,"2025-09-02 11:44:07.873","2025-09-02 11:30:00.000",2794,1.0,21287,0,0
AngelaKilpatrick,"2025-09-02 11:44:41.800","2025-09-02 11:30:00.000",2797,28.899999999999999,28.9,0,0
AngelaKilpatrick,"2025-09-02 11:44:54.003","2025-09-02 11:30:00.000",2804,0.59999999999999998,0.6,0,0
AngelaKilpatrick,"2025-09-02 11:45:13.100","2025-09-02 11:30:00.000",2812,0.11,0.11,0,0
AngelaKilpatrick,"2025-09-02 11:45:31.297","2025-09-02 11:30:00.000",2817,1.1000000000000001,1.1,0,0
seymourrd,"2025-09-16 09:22:34.993","2025-09-16 09:15:00.000",2925,13.0,TR,0,0
seymourrd,"2025-09-16 09:22:17.150","2025-09-16 09:15:00.000",2926,2.0,No,0,0
seymourrd,"2025-09-16 09:20:32.667","2025-09-16 09:15:00.000",2927,1.0,09/16/25,0,0
seymourrd,"2025-09-16 09:21:28.797","2025-09-16 09:15:00.000",2928,0.29999999999999999,0.3,0,0
seymourrd,"2025-09-16 09:20:37.470","2025-09-16 09:15:00.000",2929,1.0,915,0,0
seymourrd,"2025-09-16 09:22:34.993","2025-09-16 09:15:00.000",2932,1.0,RT,0,0
seymourrd,"2025-09-16 09:21:08.263","2025-09-16 09:15:00.000",2933,1.0,"sunny cleae calm lots of fisherman wading birds",0,0
seymourrd,"2025-09-16 09:20:44.300","2025-09-16 09:15:00.000",2934,1.0,"Did Not Check",0,0
seymourrd,"2025-09-16 09:22:34.993","2025-09-16 09:15:00.000",2935,1.0,AK,0,0
seymourrd,"2025-09-16 09:20:22.693","2025-09-16 09:15:00.000",2939,1.0,21351,0,0
seymourrd,"2025-09-16 09:20:09.160","2025-09-16 09:15:00.000",2940,1.0,TR,0,0
seymourrd,"2025-09-16 09:20:06.053","2025-09-16 09:15:00.000",2941,1.0,TR0279B,0,0
seymourrd,"2025-09-16 09:21:12.693","2025-09-16 09:15:00.000",2942,25.0,25,0,0
seymourrd,"2025-09-16 09:21:41.507","2025-09-16 09:15:00.000",2944,9.5,9.5,0,0
seymourrd,"2025-09-16 09:22:01.187","2025-09-16 09:15:00.000",2948,8.5999999999999996,8.6,0,0
seymourrd,"2025-09-16 09:22:07.887","2025-09-16 09:15:00.000",2949,98.0,98,0,0
seymourrd,"2025-09-16 09:22:16.640","2025-09-16 09:15:00.000",2950,534.5,534.5,0,0
seymourrd,"2025-09-16 09:22:29.677","2025-09-16 09:15:00.000",2952,0.38,0.38,0,0
seymourrd,"2025-09-16 09:22:18.317","2025-09-16 09:15:00.000",2954,3.0,Unknown,0,0
seymourrd,"2025-09-16 09:21:54.023","2025-09-16 09:15:00.000",2956,384.0,384,0,0
seymourrd,"2025-09-16 09:21:23.593","2025-09-16 09:15:00.000",2957,5.0999999999999996,5.1,0,0
seymourrd,"2025-09-16 09:21:33.843","2025-09-16 09:15:00.000",2958,28.5,28.5,0,0
seymourrd,"2025-09-17 09:36:20.527","2025-09-17 09:30:00.000",3131,1.0,Other,0,0
seymourrd,"2025-09-17 09:36:11.987","2025-09-17 09:30:00.000",3132,2.0,No,0,0
seymourrd,"2025-09-17 09:34:49.853","2025-09-17 09:30:00.000",3133,1.0,09/17/25,0,0
seymourrd,"2025-09-17 09:35:44.453","2025-09-17 09:30:00.000",3134,0.29999999999999999,0.3,0,0
seymourrd,"2025-09-17 09:34:54.453","2025-09-17 09:30:00.000",3135,1.0,930,0,0
seymourrd,"2025-09-17 09:36:20.527","2025-09-17 09:30:00.000",3138,1.0,"Yes Alive",0,0
seymourrd,"2025-09-17 09:35:14.863","2025-09-17 09:30:00.000",3139,1.0,"clear skies warm slight breeze",0,0
seymourrd,"2025-09-17 09:34:59.177","2025-09-17 09:30:00.000",3140,1.0,"Did Not Check",0,0
seymourrd,"2025-09-17 09:36:20.527","2025-09-17 09:30:00.000",3141,1.0,T,0,0
seymourrd,"2025-09-17 09:34:43.040","2025-09-17 09:30:00.000",3145,1.0,22234,0,0
seymourrd,"2025-09-17 09:34:32.153","2025-09-17 09:30:00.000",3146,1.0,TR,0,0
seymourrd,"2025-09-17 09:34:28.433","2025-09-17 09:30:00.000",3147,1.0,TR0275B,0,0
seymourrd,"2025-09-17 09:35:20.697","2025-09-17 09:30:00.000",3148,27.600000000000001,27.6,0,0
seymourrd,"2025-09-17 09:35:23.963","2025-09-17 09:30:00.000",3149,11.0,11,0,0
seymourrd,"2025-09-17 09:35:54.707","2025-09-17 09:30:00.000",3150,9.0999999999999996,9.1,0,0
seymourrd,"2025-09-17 09:36:03.200","2025-09-17 09:30:00.000",3154,8.5999999999999996,8.6,0,0
seymourrd,"2025-09-17 09:36:06.047","2025-09-17 09:30:00.000",3155,97.900000000000006,97.9,0,0
seymourrd,"2025-09-17 09:36:11.480","2025-09-17 09:30:00.000",3156,534.47000000000003,534.47,0,0
seymourrd,"2025-09-17 09:35:31.620","2025-09-17 09:30:00.000",3158,0.34000000000000002,0.34,0,0
seymourrd,"2025-09-17 09:36:13.127","2025-09-17 09:30:00.000",3160,3.0,Unknown,0,0
seymourrd,"2025-09-17 09:35:58.463","2025-09-17 09:30:00.000",3162,377.0,377,0,0
seymourrd,"2025-09-17 09:35:41.087","2025-09-17 09:30:00.000",3163,4.7999999999999998,4.8,0,0
seymourrd,"2025-09-17 09:35:50.800","2025-09-17 09:30:00.000",3164,29.300000000000001,29.3,0,0
seymourrd,"2025-09-17 09:01:17.627","2025-09-17 08:45:00.000",4160,1.0,Other,0,0
seymourrd,"2025-09-17 09:01:09.530","2025-09-17 08:45:00.000",4161,2.0,No,0,0
seymourrd,"2025-09-17 08:59:20.240","2025-09-17 08:45:00.000",4162,1.0,09/17/25,0,0
seymourrd,"2025-09-17 09:00:21.840","2025-09-17 08:45:00.000",4163,0.29999999999999999,0.3,0,0
seymourrd,"2025-09-17 08:59:38.643","2025-09-17 08:45:00.000",4164,1.0,845,0,0
seymourrd,"2025-09-17 09:01:17.627","2025-09-17 08:45:00.000",4167,1.0,"Yes Alive",0,0
seymourrd,"2025-09-17 09:00:05.297","2025-09-17 08:45:00.000",4168,1.0,"green water clear skies still water birds",0,0
seymourrd,"2025-09-17 08:59:44.793","2025-09-17 08:45:00.000",4169,1.0,"Did Not Check",0,0
seymourrd,"2025-09-17 09:01:17.627","2025-09-17 08:45:00.000",4170,1.0,B,0,0
seymourrd,"2025-09-17 08:59:03.217","2025-09-17 08:45:00.000",4174,1.0,GVLM1,0,0
seymourrd,"2025-09-17 08:58:49.227","2025-09-17 08:45:00.000",4175,1.0,TR,0,0
seymourrd,"2025-09-17 08:58:40.987","2025-09-17 08:45:00.000",4176,1.0,TR0402B,0,0
seymourrd,"2025-09-17 09:00:10.873","2025-09-17 08:45:00.000",4177,26.100000000000001,26.1,0,0
seymourrd,"2025-09-17 09:00:32.010","2025-09-17 08:45:00.000",4179,9.0,9,0,0
seymourrd,"2025-09-17 09:00:45.373","2025-09-17 08:45:00.000",4183,8.1999999999999993,8.2,0,0
seymourrd,"2025-09-17 09:00:58.193","2025-09-17 08:45:00.000",4184,97.900000000000006,97.9,0,0
seymourrd,"2025-09-17 09:01:09.020","2025-09-17 08:45:00.000",4185,534.47000000000003,534.47,0,0
seymourrd,"2025-09-17 09:00:15.000","2025-09-17 08:45:00.000",4186,0.12,0.12,0,0
seymourrd,"2025-09-17 09:01:10.727","2025-09-17 08:45:00.000",4188,3.0,Unknown,0,0
seymourrd,"2025-09-17 09:00:37.610","2025-09-17 08:45:00.000",4190,422.0,422,0,0
seymourrd,"2025-09-17 09:00:19.013","2025-09-17 08:45:00.000",4191,1.2,1.2,0,0
seymourrd,"2025-09-17 09:00:26.697","2025-09-17 08:45:00.000",4192,29.0,29,0,0
seymourrd,"2025-09-17 09:19:08.437","2025-09-17 09:15:00.000",4212,1.0,Other,0,0
seymourrd,"2025-09-17 09:17:37.347","2025-09-17 09:15:00.000",4214,1.0,09/17/2025,0,0
seymourrd,"2025-09-17 09:18:32.870","2025-09-17 09:15:00.000",4215,0.29999999999999999,0.3,0,0
seymourrd,"2025-09-17 09:17:41.750","2025-09-17 09:15:00.000",4216,1.0,910,0,0
seymourrd,"2025-09-17 09:18:06.643","2025-09-17 09:15:00.000",4220,1.0,"green water clear skies calm still flycasing on surface",0,0
seymourrd,"2025-09-17 09:17:46.710","2025-09-17 09:15:00.000",4221,1.0,"Did Not Check",0,0
seymourrd,"2025-09-17 09:19:08.437","2025-09-17 09:15:00.000",4222,1.0,HF,0,0
seymourrd,"2025-09-17 09:17:31.123","2025-09-17 09:15:00.000",4226,1.0,GVLM2,0,0
seymourrd,"2025-09-17 09:17:21.710","2025-09-17 09:15:00.000",4227,1.0,TR,0,0
seymourrd,"2025-09-17 09:17:18.660","2025-09-17 09:15:00.000",4228,1.0,TR0403B,0,0
seymourrd,"2025-09-17 09:18:12.277","2025-09-17 09:15:00.000",4229,26.5,26.5,0,0
seymourrd,"2025-09-17 09:18:25.440","2025-09-17 09:15:00.000",4230,11.0,11,0,0
seymourrd,"2025-09-17 09:18:40.803","2025-09-17 09:15:00.000",4231,9.6999999999999993,9.7,0,0
seymourrd,"2025-09-17 09:18:50.900","2025-09-17 09:15:00.000",4235,8.5999999999999996,8.6,0,0
seymourrd,"2025-09-17 09:18:56.167","2025-09-17 09:15:00.000",4236,97.900000000000006,97.9,0,0
seymourrd,"2025-09-17 09:19:03.823","2025-09-17 09:15:00.000",4237,534.47000000000003,534.47,0,0
seymourrd,"2025-09-17 09:18:22.140","2025-09-17 09:15:00.000",4238,0.31,0.31,0,0
seymourrd,"2025-09-17 09:19:05.483","2025-09-17 09:15:00.000",4240,3.0,Unknown,0,0
seymourrd,"2025-09-17 09:18:45.757","2025-09-17 09:15:00.000",4242,376.0,376,0,0
seymourrd,"2025-09-17 09:18:29.750","2025-09-17 09:15:00.000",4243,2.7999999999999998,2.8,0,0
seymourrd,"2025-09-17 09:18:36.410","2025-09-17 09:15:00.000",4244,29.600000000000001,29.6,0,0
