AUDITUSER,AUDITTIMESTAMP,DATESTAMP,CURVALUE,TEXTVALUE,VARID,STATUS,ACTION,OLDVALUE,OLDTEXTVALUE
seymourrd,"2025-09-16 09:21:33.843","2025-09-16 09:15:00.000",28.5,28.5,2958,0,1,NULL,NULL
seymourrd,"2025-09-16 09:21:41.507","2025-09-16 09:15:00.000",9.5,9.5,2944,0,1,NULL,NULL
seymourrd,"2025-09-16 09:21:54.023","2025-09-16 09:15:00.000",384.0,384,2956,0,1,NULL,NULL
seymourrd,"2025-09-16 09:22:01.187","2025-09-16 09:15:00.000",8.5999999999999996,8.6,2948,0,1,NULL,NULL
seymourrd,"2025-09-16 09:22:07.887","2025-09-16 09:15:00.000",98.0,98,2949,0,1,NULL,NULL
seymourrd,"2025-09-16 09:22:16.640","2025-09-16 09:15:00.000",534.5,534.5,2950,0,1,NULL,NULL
seymourrd,"2025-09-16 09:22:17.150","2025-09-16 09:15:00.000",2.0,No,2926,0,1,NULL,NULL
seymourrd,"2025-09-16 09:22:18.317","2025-09-16 09:15:00.000",3.0,Unknown,2954,0,1,NULL,NULL
seymourrd,"2025-09-16 09:50:53.123","2025-09-16 09:45:00.000",1.0,TR0276B,2389,0,1,NULL,NULL
seymourrd,"2025-09-16 09:52:34.183","2025-09-16 09:45:00.000",1.0,AK,2383,0,1,NULL,NULL
seymourrd,"2025-09-16 09:50:55.653","2025-09-16 09:45:00.000",1.0,TR,2388,0,1,NULL,NULL
seymourrd,"2025-09-16 09:52:34.187","2025-09-16 09:45:00.000",13.0,TR,2373,0,1,NULL,NULL
seymourrd,"2025-09-16 09:52:34.187","2025-09-16 09:45:00.000",1.0,RT,2380,0,1,NULL,NULL
seymourrd,"2025-09-16 09:51:10.007","2025-09-16 09:45:00.000",1.0,16114,2387,0,1,NULL,NULL
seymourrd,"2025-09-16 09:51:16.050","2025-09-16 09:45:00.000",1.0,09/16/25,2375,0,1,NULL,NULL
seymourrd,"2025-09-16 09:51:20.903","2025-09-16 09:45:00.000",1.0,940,2377,0,1,NULL,NULL
seymourrd,"2025-09-16 09:51:27.293","2025-09-16 09:45:00.000",1.0,"Did Not Check",2382,0,1,NULL,NULL
seymourrd,"2025-09-16 09:51:41.593","2025-09-16 09:45:00.000",1.0,"sunny clear calm kayak fisherman",2381,0,1,NULL,NULL
seymourrd,"2025-09-16 09:51:48.003","2025-09-16 09:45:00.000",27.0,27,2390,0,1,NULL,NULL
seymourrd,"2025-09-16 09:51:51.653","2025-09-16 09:45:00.000",0.47999999999999998,0.48,2400,0,1,NULL,NULL
seymourrd,"2025-09-16 09:51:57.243","2025-09-16 09:45:00.000",12.199999999999999,12.2,2405,0,1,NULL,NULL
seymourrd,"2025-09-16 09:52:00.373","2025-09-16 09:45:00.000",0.29999999999999999,0.3,2376,0,1,NULL,NULL
seymourrd,"2025-09-16 09:52:09.117","2025-09-16 09:45:00.000",27.699999999999999,27.7,2406,0,1,NULL,NULL
seymourrd,"2025-09-16 09:52:13.657","2025-09-16 09:45:00.000",9.1999999999999993,9.2,2392,0,1,NULL,NULL
seymourrd,"2025-09-16 09:52:18.417","2025-09-16 09:45:00.000",387.0,387,2404,0,1,NULL,NULL
seymourrd,"2025-09-16 09:52:23.980","2025-09-16 09:45:00.000",9.1999999999999993,9.2,2396,0,1,NULL,NULL
seymourrd,"2025-09-16 09:52:26.980","2025-09-16 09:45:00.000",98.0,98,2397,0,1,NULL,NULL
seymourrd,"2025-09-16 09:52:31.683","2025-09-16 09:45:00.000",534.5,534.5,2398,0,1,NULL,NULL
seymourrd,"2025-09-16 09:52:32.190","2025-09-16 09:45:00.000",2.0,No,2374,0,1,NULL,NULL
seymourrd,"2025-09-16 09:52:33.443","2025-09-16 09:45:00.000",3.0,Unknown,2402,0,1,NULL,NULL
seymourrd,"2025-09-16 10:15:07.683","2025-09-16 10:00:00.000",1.0,TR0277B,2090,0,1,NULL,NULL
seymourrd,"2025-09-16 10:17:19.577","2025-09-16 10:00:00.000",1.0,AK,2084,0,1,NULL,NULL
seymourrd,"2025-09-16 10:15:10.607","2025-09-16 10:00:00.000",1.0,TR,2089,0,1,NULL,NULL
seymourrd,"2025-09-16 10:17:19.577","2025-09-16 10:00:00.000",13.0,TR,2074,0,1,NULL,NULL
seymourrd,"2025-09-16 10:17:19.577","2025-09-16 10:00:00.000",1.0,RT,2081,0,1,NULL,NULL
seymourrd,"2025-09-16 10:15:20.297","2025-09-16 10:00:00.000",1.0,11036,2088,0,1,NULL,NULL
seymourrd,"2025-09-16 10:15:25.310","2025-09-16 10:00:00.000",1.0,09/16/25,2076,0,1,NULL,NULL
seymourrd,"2025-09-16 10:15:29.393","2025-09-16 10:00:00.000",1.0,0.3,2078,0,1,NULL,NULL
seymourrd,"2025-09-16 10:15:34.463","2025-09-16 10:00:00.000",1.0,"Did Not Check",2083,0,1,NULL,NULL
seymourrd,"2025-09-16 10:15:45.053","2025-09-16 10:00:00.000",1.0,"sunny clear calm green tint",2082,0,1,NULL,NULL
seymourrd,"2025-09-16 10:15:50.673","2025-09-16 10:00:00.000",28.0,28,2091,0,1,NULL,NULL
seymourrd,"2025-09-16 10:15:55.523","2025-09-16 10:00:00.000",0.44,0.44,2101,0,1,NULL,NULL
seymourrd,"2025-09-16 10:16:17.037","2025-09-16 10:00:00.000",9.5,9.5,2106,0,1,NULL,NULL
seymourrd,"2025-09-16 10:16:21.553","2025-09-16 10:00:00.000",0.29999999999999999,0.3,2077,0,1,NULL,NULL
seymourrd,"2025-09-16 10:16:27.403","2025-09-16 10:00:00.000",27.699999999999999,27.7,2107,0,1,NULL,NULL
seymourrd,"2025-09-16 10:16:32.310","2025-09-16 10:00:00.000",8.9000000000000004,8.9,2093,0,1,NULL,NULL
seymourrd,"2025-09-16 10:16:37.837","2025-09-16 10:00:00.000",396.0,396,2105,0,1,NULL,NULL
seymourrd,"2025-09-16 10:16:57.820","2025-09-16 10:00:00.000",8.5,8.5,2097,0,1,NULL,NULL
seymourrd,"2025-09-16 10:17:04.517","2025-09-16 10:00:00.000",98.0,98,2098,0,1,NULL,NULL
seymourrd,"2025-09-16 10:17:10.510","2025-09-16 10:00:00.000",534.5,534.5,2099,0,1,NULL,NULL
seymourrd,"2025-09-16 10:17:16.397","2025-09-16 10:00:00.000",2.0,No,2075,0,1,NULL,NULL
seymourrd,"2025-09-16 10:17:17.840","2025-09-16 10:00:00.000",3.0,Unknown,2103,0,1,NULL,NULL
seymourrd,"2025-09-16 10:32:07.717","2025-09-16 10:15:00.000",1.0,TR0278B,2443,0,1,NULL,NULL
seymourrd,"2025-09-16 10:37:44.247","2025-09-16 10:15:00.000",1.0,CRP_RT,2437,0,1,NULL,NULL
seymourrd,"2025-09-16 10:32:12.290","2025-09-16 10:15:00.000",1.0,TR,2442,0,1,NULL,NULL
seymourrd,"2025-09-16 10:37:44.247","2025-09-16 10:15:00.000",1.0,Other,2427,0,1,NULL,NULL
seymourrd,"2025-09-16 10:37:44.250","2025-09-16 10:15:00.000",1.0,RT,2434,0,1,NULL,NULL
seymourrd,"2025-09-16 10:32:23.520","2025-09-16 10:15:00.000",1.0,16116,2441,0,1,NULL,NULL
seymourrd,"2025-09-16 10:32:30.073","2025-09-16 10:15:00.000",1.0,09/16/2025,2429,0,1,NULL,NULL
seymourrd,"2025-09-16 10:32:37.033","2025-09-16 10:15:00.000",1.0,1030,2431,0,1,NULL,NULL
seymourrd,"2025-09-16 10:32:43.330","2025-09-16 10:15:00.000",1.0,"Did Not Check",2436,0,1,NULL,NULL
seymourrd,"2025-09-16 10:32:53.160","2025-09-16 10:15:00.000",1.0,"sunny clear calm fisherman",2435,0,1,NULL,NULL
seymourrd,"2025-09-16 10:32:58.273","2025-09-16 10:15:00.000",29.399999999999999,29.4,2444,0,1,NULL,NULL
seymourrd,"2025-09-16 10:37:39.960","2025-09-16 10:15:00.000",0.40000000000000002,0.4,2454,0,1,NULL,NULL
seymourrd,"2025-09-16 10:33:06.160","2025-09-16 10:15:00.000",5.5999999999999996,5.6,2459,0,1,NULL,NULL
seymourrd,"2025-09-16 10:33:11.467","2025-09-16 10:15:00.000",0.29999999999999999,0.3,2430,0,1,NULL,NULL
seymourrd,"2025-09-16 10:33:22.510","2025-09-16 10:15:00.000",27.899999999999999,27.9,2460,0,1,NULL,NULL
seymourrd,"2025-09-16 10:33:29.113","2025-09-16 10:15:00.000",8.6999999999999993,8.7,2446,0,1,NULL,NULL
seymourrd,"2025-09-16 10:33:34.193","2025-09-16 10:15:00.000",389.0,389,2458,0,1,NULL,NULL
seymourrd,"2025-09-16 10:33:39.203","2025-09-16 10:15:00.000",8.5999999999999996,8.6,2450,0,1,NULL,NULL
seymourrd,"2025-09-16 10:33:42.590","2025-09-16 10:15:00.000",98.0,98,2451,0,1,NULL,NULL
seymourrd,"2025-09-16 10:33:49.517","2025-09-16 10:15:00.000",534.5,534.5,2452,0,1,NULL,NULL
seymourrd,"2025-09-16 10:33:50.020","2025-09-16 10:15:00.000",2.0,No,2428,0,1,NULL,NULL
seymourrd,"2025-09-16 10:33:51.177","2025-09-16 10:15:00.000",3.0,Unknown,2456,0,1,NULL,NULL
seymourrd,"2025-09-17 08:58:40.987","2025-09-17 08:45:00.000",1.0,TR0402B,4176,0,1,NULL,NULL
seymourrd,"2025-09-17 09:01:17.627","2025-09-17 08:45:00.000",1.0,B,4170,0,1,NULL,NULL
seymourrd,"2025-09-17 08:58:49.227","2025-09-17 08:45:00.000",1.0,TR,4175,0,1,NULL,NULL
seymourrd,"2025-09-17 09:01:17.627","2025-09-17 08:45:00.000",1.0,Other,4160,0,1,NULL,NULL
seymourrd,"2025-09-17 09:01:17.627","2025-09-17 08:45:00.000",1.0,"Yes Alive",4167,0,1,NULL,NULL
seymourrd,"2025-09-17 08:59:03.217","2025-09-17 08:45:00.000",1.0,GVLM1,4174,0,1,NULL,NULL
seymourrd,"2025-09-17 08:59:20.240","2025-09-17 08:45:00.000",1.0,09/17/25,4162,0,1,NULL,NULL
seymourrd,"2025-09-17 08:59:38.643","2025-09-17 08:45:00.000",1.0,845,4164,0,1,NULL,NULL
seymourrd,"2025-09-17 08:59:44.793","2025-09-17 08:45:00.000",1.0,"Did Not Check",4169,0,1,NULL,NULL
seymourrd,"2025-09-17 09:00:05.297","2025-09-17 08:45:00.000",1.0,"green water clear skies still water birds",4168,0,1,NULL,NULL
seymourrd,"2025-09-17 09:00:10.873","2025-09-17 08:45:00.000",26.100000000000001,26.1,4177,0,1,NULL,NULL
seymourrd,"2025-09-17 09:00:15.000","2025-09-17 08:45:00.000",0.12,0.12,4186,0,1,NULL,NULL
seymourrd,"2025-09-17 09:00:19.013","2025-09-17 08:45:00.000",1.2,1.2,4191,0,1,NULL,NULL
seymourrd,"2025-09-17 09:00:21.840","2025-09-17 08:45:00.000",0.29999999999999999,0.3,4163,0,1,NULL,NULL
seymourrd,"2025-09-17 09:00:26.697","2025-09-17 08:45:00.000",29.0,29,4192,0,1,NULL,NULL
seymourrd,"2025-09-17 09:00:32.010","2025-09-17 08:45:00.000",9.0,9,4179,0,1,NULL,NULL
seymourrd,"2025-09-17 09:00:37.610","2025-09-17 08:45:00.000",422.0,422,4190,0,1,NULL,NULL
seymourrd,"2025-09-17 09:00:45.373","2025-09-17 08:45:00.000",8.1999999999999993,8.2,4183,0,1,NULL,NULL
seymourrd,"2025-09-17 09:00:58.193","2025-09-17 08:45:00.000",97.900000000000006,97.9,4184,0,1,NULL,NULL
seymourrd,"2025-09-17 09:01:09.020","2025-09-17 08:45:00.000",534.47000000000003,534.47,4185,0,1,NULL,NULL
seymourrd,"2025-09-17 09:01:09.530","2025-09-17 08:45:00.000",2.0,No,4161,0,1,NULL,NULL
seymourrd,"2025-09-17 09:01:10.727","2025-09-17 08:45:00.000",3.0,Unknown,4188,0,1,NULL,NULL
seymourrd,"2025-09-17 09:19:08.437","2025-09-17 09:15:00.000",1.0,Other,4212,0,1,NULL,NULL
