AUDITUSER,AUDITTIMESTAMP,DATESTAMP,VARID,CURVALUE,TEXTVALUE,STATUS,FORCED
"Q12351 LIMS","2025-09-11 10:39:48.253","2025-07-30 09:45:00.000",2301,7.5,7.5,0,0
"Q12351 LIMS","2025-09-11 10:39:45.903","2025-07-30 09:39:00.000",2302,345.0,345,0,0
"Q12351 LIMS","2025-09-11 10:39:46.263","2025-07-30 09:40:00.000",2302,351.0,351,0,0
"Q12351 LIMS","2025-09-11 10:39:46.640","2025-07-30 09:41:00.000",2302,348.0,348,0,0
"Q12351 LIMS","2025-09-11 10:39:47.083","2025-07-30 09:42:00.000",2302,359.0,359,0,0
"Q12351 LIMS","2025-09-11 10:39:47.443","2025-07-30 09:43:00.000",2302,362.0,362,0,0
"Q12351 LIMS","2025-09-11 10:39:47.827","2025-07-30 09:44:00.000",2302,374.0,374,0,0
"Q12351 LIMS","2025-09-11 10:39:48.187","2025-07-30 09:45:00.000",2302,375.0,375,0,0
"Q12351 LIMS","2025-09-11 10:39:45.783","2025-07-30 09:39:00.000",2303,31.5,31.5,0,0
"Q12351 LIMS","2025-09-11 10:39:46.117","2025-07-30 09:40:00.000",2303,31.399999999999999,31.4,0,0
"Q12351 LIMS","2025-09-11 10:39:46.493","2025-07-30 09:41:00.000",2303,31.199999999999999,31.2,0,0
"Q12351 LIMS","2025-09-11 10:39:46.857","2025-07-30 09:42:00.000",2303,30.899999999999999,30.9,0,0
"Q12351 LIMS","2025-09-11 10:39:47.283","2025-07-30 09:43:00.000",2303,30.699999999999999,30.7,0,0
"Q12351 LIMS","2025-09-11 10:39:47.660","2025-07-30 09:44:00.000",2303,30.5,30.5,0,0
"Q12351 LIMS","2025-09-11 10:39:48.050","2025-07-30 09:45:00.000",2303,30.399999999999999,30.4,0,0
"Q12351 LIMS","2025-09-11 09:05:10.317","2025-08-06 12:32:00.000",2353,0.29999999999999999,0.300,0,0
"Q12351 LIMS","2025-09-11 09:05:10.670","2025-08-06 12:33:00.000",2353,3.0,3,0,0
"Q12351 LIMS","2025-09-11 09:05:10.963","2025-08-06 12:34:00.000",2353,6.0,6,0,0
"Q12351 LIMS","2025-09-11 09:05:11.290","2025-08-06 12:35:00.000",2353,9.0,9,0,0
"Q12351 LIMS","2025-09-11 09:05:11.563","2025-08-06 12:36:00.000",2353,11.0,11,0,0
"Q12351 LIMS","2025-09-11 09:05:11.887","2025-08-06 12:37:00.000",2353,14.0,14,0,0
"Q12351 LIMS","2025-09-11 09:05:12.060","2025-08-06 12:38:00.000",2353,16.0,16,0,0
"Q12351 LIMS","2025-09-11 09:05:12.157","2025-08-06 12:39:00.000",2353,15.699999999999999,15.700,0,0
"Q12351 LIMS","2025-09-11 09:05:10.410","2025-08-06 12:32:00.000",2354,7.2000000000000002,7.2,0,0
"Q12351 LIMS","2025-09-11 09:05:10.540","2025-08-06 12:33:00.000",2354,7.2000000000000002,7.2,0,0
"Q12351 LIMS","2025-09-11 09:05:11.000","2025-08-06 12:34:00.000",2354,6.7999999999999998,6.8,0,0
"Q12351 LIMS","2025-09-11 09:05:11.367","2025-08-06 12:35:00.000",2354,1.1000000000000001,1.1,0,0
"Q12351 LIMS","2025-09-11 09:05:11.640","2025-08-06 12:36:00.000",2354,0.59999999999999998,0.6,0,0
"Q12351 LIMS","2025-09-11 09:05:11.857","2025-08-06 12:37:00.000",2354,0.5,0.5,0,0
"Q12351 LIMS","2025-09-11 09:05:12.017","2025-08-06 12:38:00.000",2354,0.5,0.5,0,0
"Q12351 LIMS","2025-09-11 09:05:12.207","2025-08-06 12:39:00.000",2354,0.5,0.5,0,0
"Q12351 LIMS","2025-09-11 09:05:10.433","2025-08-06 12:32:00.000",2355,8.1999999999999993,8.2,0,0
"Q12351 LIMS","2025-09-11 09:05:10.567","2025-08-06 12:33:00.000",2355,8.1999999999999993,8.2,0,0
"Q12351 LIMS","2025-09-11 09:05:10.853","2025-08-06 12:34:00.000",2355,8.1999999999999993,8.2,0,0
"Q12351 LIMS","2025-09-11 09:05:11.387","2025-08-06 12:35:00.000",2355,7.5,7.5,0,0
"Q12351 LIMS","2025-09-11 09:05:11.663","2025-08-06 12:36:00.000",2355,7.2999999999999998,7.3,0,0
"Q12351 LIMS","2025-09-11 09:05:11.790","2025-08-06 12:37:00.000",2355,7.2999999999999998,7.3,0,0
"Q12351 LIMS","2025-09-11 09:05:12.137","2025-08-06 12:38:00.000",2355,7.0999999999999996,7.1,0,0
"Q12351 LIMS","2025-09-11 09:05:12.223","2025-08-06 12:39:00.000",2355,7.2000000000000002,7.2,0,0
"Q12351 LIMS","2025-09-11 09:05:10.387","2025-08-06 12:32:00.000",2356,267.0,267,0,0
"Q12351 LIMS","2025-09-11 09:05:10.623","2025-08-06 12:33:00.000",2356,266.0,266,0,0
"Q12351 LIMS","2025-09-11 09:05:10.813","2025-08-06 12:34:00.000",2356,266.0,266,0,0
"Q12351 LIMS","2025-09-11 09:05:11.347","2025-08-06 12:35:00.000",2356,280.0,280,0,0
"Q12351 LIMS","2025-09-11 09:05:11.610","2025-08-06 12:36:00.000",2356,284.0,284,0,0
"Q12351 LIMS","2025-09-11 09:05:11.917","2025-08-06 12:37:00.000",2356,296.0,296,0,0
"Q12351 LIMS","2025-09-11 09:05:12.110","2025-08-06 12:38:00.000",2356,311.0,311,0,0
"Q12351 LIMS","2025-09-11 09:05:12.190","2025-08-06 12:39:00.000",2356,304.0,304,0,0
"Q12351 LIMS","2025-09-11 09:05:10.363","2025-08-06 12:32:00.000",2357,30.199999999999999,30.2,0,0
"Q12351 LIMS","2025-09-11 09:05:10.683","2025-08-06 12:33:00.000",2357,30.0,30,0,0
"Q12351 LIMS","2025-09-11 09:05:10.897","2025-08-06 12:34:00.000",2357,29.800000000000001,29.8,0,0
"Q12351 LIMS","2025-09-11 09:05:11.310","2025-08-06 12:35:00.000",2357,29.0,29,0,0
"Q12351 LIMS","2025-09-11 09:05:11.583","2025-08-06 12:36:00.000",2357,28.199999999999999,28.2,0,0
"Q12351 LIMS","2025-09-11 09:05:11.903","2025-08-06 12:37:00.000",2357,25.199999999999999,25.2,0,0
"Q12351 LIMS","2025-09-11 09:05:12.087","2025-08-06 12:38:00.000",2357,23.300000000000001,23.3,0,0
"Q12351 LIMS","2025-09-11 09:05:12.173","2025-08-06 12:39:00.000",2357,23.300000000000001,23.3,0,0
"Q12351 LIMS","2025-09-11 10:39:48.323","2025-07-30 10:10:00.000",2515,1.0,1,0,0
"Q12351 LIMS","2025-09-11 10:39:48.650","2025-07-30 10:11:00.000",2515,2.0,2,0,0
"Q12351 LIMS","2025-09-11 10:39:49.053","2025-07-30 10:12:00.000",2515,3.0,3,0,0
"Q12351 LIMS","2025-09-11 10:39:49.403","2025-07-30 10:13:00.000",2515,3.3999999999999999,3.400,0,0
"Q12351 LIMS","2025-09-11 10:39:49.820","2025-07-30 10:14:00.000",2515,0.29999999999999999,0.300,0,0
"Q12351 LIMS","2025-09-11 10:39:48.457","2025-07-30 10:10:00.000",2516,9.3000000000000007,9.3,0,0
"Q12351 LIMS","2025-09-11 10:39:48.803","2025-07-30 10:11:00.000",2516,8.0,8,0,0
"Q12351 LIMS","2025-09-11 10:39:49.180","2025-07-30 10:12:00.000",2516,4.4000000000000004,4.4,0,0
"Q12351 LIMS","2025-09-11 10:39:49.563","2025-07-30 10:13:00.000",2516,1.8999999999999999,1.9,0,0
"Q12351 LIMS","2025-09-11 10:39:49.987","2025-07-30 10:14:00.000",2516,10.4,10.4,0,0
"Q12351 LIMS","2025-09-11 10:39:48.577","2025-07-30 10:10:00.000",2517,8.0999999999999996,8.1,0,0
"Q12351 LIMS","2025-09-11 10:39:48.957","2025-07-30 10:11:00.000",2517,7.9000000000000004,7.9,0,0
"Q12351 LIMS","2025-09-11 10:39:49.327","2025-07-30 10:12:00.000",2517,7.5,7.5,0,0
"Q12351 LIMS","2025-09-11 10:39:49.737","2025-07-30 10:13:00.000",2517,7.2999999999999998,7.3,0,0
"Q12351 LIMS","2025-09-11 10:39:50.127","2025-07-30 10:14:00.000",2517,8.5999999999999996,8.6,0,0
"Q12351 LIMS","2025-09-11 10:39:48.517","2025-07-30 10:10:00.000",2518,273.0,273,0,0
"Q12351 LIMS","2025-09-11 10:39:48.880","2025-07-30 10:11:00.000",2518,280.0,280,0,0
"Q12351 LIMS","2025-09-11 10:39:49.253","2025-07-30 10:12:00.000",2518,289.0,289,0,0
"Q12351 LIMS","2025-09-11 10:39:49.647","2025-07-30 10:13:00.000",2518,296.0,296,0,0
"Q12351 LIMS","2025-09-11 10:39:50.063","2025-07-30 10:14:00.000",2518,271.0,271,0,0
"Q12351 LIMS","2025-09-11 10:39:48.393","2025-07-30 10:10:00.000",2519,31.699999999999999,31.7,0,0
"Q12351 LIMS","2025-09-11 10:39:48.727","2025-07-30 10:11:00.000",2519,31.300000000000001,31.3,0,0
"Q12351 LIMS","2025-09-11 10:39:49.113","2025-07-30 10:12:00.000",2519,30.899999999999999,30.9,0,0
"Q12351 LIMS","2025-09-11 10:39:49.483","2025-07-30 10:13:00.000",2519,30.600000000000001,30.6,0,0
"Q12351 LIMS","2025-09-11 10:39:49.903","2025-07-30 10:14:00.000",2519,32.5,32.5,0,0
"Q12351 LIMS","2025-09-11 09:25:04.167","2025-08-06 13:00:00.000",3219,0.28999999999999998,0.290,0,0
"Q12351 LIMS","2025-09-11 09:25:04.387","2025-08-06 13:01:00.000",3219,1.0,1,0,0
"Q12351 LIMS","2025-09-11 09:25:04.627","2025-08-06 13:02:00.000",3219,1.9870000000000001,1.987,0,0
"Q12351 LIMS","2025-09-11 09:25:05.500","2025-08-06 13:03:00.000",3219,4.9950000000000001,4.995,0,0
"Q12351 LIMS","2025-09-11 09:25:06.367","2025-08-06 13:04:00.000",3219,8.9689999999999994,8.969,0,0
"Q12351 LIMS","2025-09-11 09:25:07.030","2025-08-06 13:05:00.000",3219,12.018000000000001,12.018,0,0
"Q12351 LIMS","2025-09-11 09:25:07.370","2025-08-06 13:06:00.000",3219,13.364000000000001,13.364,0,0
"Q12351 LIMS","2025-09-11 09:25:04.297","2025-08-06 13:00:00.000",3220,8.1999999999999993,8.2,0,0
"Q12351 LIMS","2025-09-11 09:25:04.550","2025-08-06 13:01:00.000",3220,8.0999999999999996,8.1,0,0
"Q12351 LIMS","2025-09-11 09:25:04.777","2025-08-06 13:02:00.000",3220,7.9000000000000004,7.9,0,0
"Q12351 LIMS","2025-09-11 09:25:05.613","2025-08-06 13:03:00.000",3220,6.4000000000000004,6.4,0,0
"Q12351 LIMS","2025-09-11 09:25:06.503","2025-08-06 13:04:00.000",3220,2.5,2.5,0,0
"Q12351 LIMS","2025-09-11 09:25:06.940","2025-08-06 13:05:00.000",3220,0.59999999999999998,0.6,0,0
"Q12351 LIMS","2025-09-11 09:25:07.473","2025-08-06 13:06:00.000",3220,0.5,0.5,0,0
"Q12351 LIMS","2025-09-11 09:25:04.340","2025-08-06 13:00:00.000",3221,8.5,8.5,0,0
"Q12351 LIMS","2025-09-11 09:25:04.590","2025-08-06 13:01:00.000",3221,8.5,8.5,0,0
"Q12351 LIMS","2025-09-11 09:25:04.817","2025-08-06 13:02:00.000",3221,8.4000000000000004,8.4,0,0
"Q12351 LIMS","2025-09-11 09:25:05.660","2025-08-06 13:03:00.000",3221,8.0999999999999996,8.1,0,0
"Q12351 LIMS","2025-09-11 09:25:06.550","2025-08-06 13:04:00.000",3221,7.5999999999999996,7.6,0,0
"Q12351 LIMS","2025-09-11 09:25:06.983","2025-08-06 13:05:00.000",3221,7.2999999999999998,7.3,0,0
"Q12351 LIMS","2025-09-11 09:25:07.507","2025-08-06 13:06:00.000",3221,7.2000000000000002,7.2,0,0
"Q12351 LIMS","2025-09-11 09:25:04.253","2025-08-06 13:00:00.000",3222,259.0,259,0,0
"Q12351 LIMS","2025-09-11 09:25:04.493","2025-08-06 13:01:00.000",3222,259.0,259,0,0
"Q12351 LIMS","2025-09-11 09:25:04.733","2025-08-06 13:02:00.000",3222,259.0,259,0,0
"Q12351 LIMS","2025-09-11 09:25:05.377","2025-08-06 13:03:00.000",3222,263.0,263,0,0
"Q12351 LIMS","2025-09-11 09:25:06.460","2025-08-06 13:04:00.000",3222,273.0,273,0,0
"Q12351 LIMS","2025-09-11 09:25:07.127","2025-08-06 13:05:00.000",3222,285.0,285,0,0
"Q12351 LIMS","2025-09-11 09:25:07.443","2025-08-06 13:06:00.000",3222,295.0,295,0,0
"Q12351 LIMS","2025-09-11 09:25:04.210","2025-08-06 13:00:00.000",3223,30.600000000000001,30.6,0,0
"Q12351 LIMS","2025-09-11 09:25:04.443","2025-08-06 13:01:00.000",3223,30.5,30.5,0,0
"Q12351 LIMS","2025-09-11 09:25:04.900","2025-08-06 13:02:00.000",3223,30.399999999999999,30.4,0,0
"Q12351 LIMS","2025-09-11 09:25:05.323","2025-08-06 13:03:00.000",3223,29.600000000000001,29.6,0,0
"Q12351 LIMS","2025-09-11 09:25:06.410","2025-08-06 13:04:00.000",3223,29.0,29,0,0
"Q12351 LIMS","2025-09-11 09:25:07.087","2025-08-06 13:05:00.000",3223,28.0,28,0,0
"Q12351 LIMS","2025-09-11 09:25:07.410","2025-08-06 13:06:00.000",3223,27.399999999999999,27.4,0,0
"Q12351 LIMS","2025-09-11 10:04:21.057","2025-08-25 10:36:00.000",3500,1.0,1,0,0
"Q12351 LIMS","2025-09-11 10:04:21.407","2025-08-25 10:37:00.000",3500,2.0,2,0,0
"Q12351 LIMS","2025-09-11 10:04:21.793","2025-08-25 10:38:00.000",3500,3.0,3,0,0
"Q12351 LIMS","2025-09-11 10:04:22.157","2025-08-25 10:39:00.000",3500,4.0,4,0,0
"Q12351 LIMS","2025-09-11 10:04:22.537","2025-08-25 10:40:00.000",3500,5.0,5,0,0
"Q12351 LIMS","2025-09-11 10:04:22.940","2025-08-25 10:41:00.000",3500,6.0,6,0,0
"Q12351 LIMS","2025-09-11 10:04:23.317","2025-08-25 10:42:00.000",3500,6.7000000000000002,6.700,0,0
"Q12351 LIMS","2025-09-11 10:04:21.257","2025-08-25 10:36:00.000",3501,7.5999999999999996,7.6,0,0
"Q12351 LIMS","2025-09-11 10:04:21.620","2025-08-25 10:37:00.000",3501,6.5999999999999996,6.6,0,0
"Q12351 LIMS","2025-09-11 10:04:22.023","2025-08-25 10:38:00.000",3501,6.0,6,0,0
"Q12351 LIMS","2025-09-11 10:04:22.387","2025-08-25 10:39:00.000",3501,4.2000000000000002,4.2,0,0
"Q12351 LIMS","2025-09-11 10:04:22.797","2025-08-25 10:40:00.000",3501,1.0,1,0,0
"Q12351 LIMS","2025-09-11 10:04:23.163","2025-08-25 10:41:00.000",3501,0.20000000000000001,0.2,0,0
"Q12351 LIMS","2025-09-11 10:04:23.687","2025-08-25 10:42:00.000",3501,0.10000000000000001,0.1,0,0
"Q12351 LIMS","2025-09-11 10:04:21.330","2025-08-25 10:36:00.000",3502,8.4000000000000004,8.4,0,0
"Q12351 LIMS","2025-09-11 10:04:21.690","2025-08-25 10:37:00.000",3502,8.0999999999999996,8.1,0,0
"Q12351 LIMS","2025-09-11 10:04:22.083","2025-08-25 10:38:00.000",3502,8.0,8,0,0
"Q12351 LIMS","2025-09-11 10:04:22.453","2025-08-25 10:39:00.000",3502,7.7000000000000002,7.7,0,0
"Q12351 LIMS","2025-09-11 10:04:22.870","2025-08-25 10:40:00.000",3502,7.4000000000000004,7.4,0,0
"Q12351 LIMS","2025-09-11 10:04:23.247","2025-08-25 10:41:00.000",3502,7.2999999999999998,7.3,0,0
"Q12351 LIMS","2025-09-11 10:04:23.757","2025-08-25 10:42:00.000",3502,7.2999999999999998,7.3,0,0
"Q12351 LIMS","2025-09-11 10:04:21.197","2025-08-25 10:36:00.000",3503,463.0,463,0,0
"Q12351 LIMS","2025-09-11 10:04:21.557","2025-08-25 10:37:00.000",3503,466.0,466,0,0
"Q12351 LIMS","2025-09-11 10:04:21.947","2025-08-25 10:38:00.000",3503,466.0,466,0,0
"Q12351 LIMS","2025-09-11 10:04:22.313","2025-08-25 10:39:00.000",3503,470.0,470,0,0
"Q12351 LIMS","2025-09-11 10:04:22.723","2025-08-25 10:40:00.000",3503,475.0,475,0,0
"Q12351 LIMS","2025-09-11 10:04:23.087","2025-08-25 10:41:00.000",3503,478.0,478,0,0
"Q12351 LIMS","2025-09-11 10:04:23.543","2025-08-25 10:42:00.000",3503,479.0,479,0,0
"Q12351 LIMS","2025-09-11 10:04:21.120","2025-08-25 10:36:00.000",3504,30.800000000000001,30.8,0,0
"Q12351 LIMS","2025-09-11 10:04:21.480","2025-08-25 10:37:00.000",3504,30.300000000000001,30.3,0,0
"Q12351 LIMS","2025-09-11 10:04:21.870","2025-08-25 10:38:00.000",3504,30.199999999999999,30.2,0,0
"Q12351 LIMS","2025-09-11 10:04:22.233","2025-08-25 10:39:00.000",3504,30.100000000000001,30.1,0,0
"Q12351 LIMS","2025-09-11 10:04:22.623","2025-08-25 10:40:00.000",3504,29.899999999999999,29.9,0,0
"Q12351 LIMS","2025-09-11 10:04:23.010","2025-08-25 10:41:00.000",3504,29.800000000000001,29.8,0,0
"Q12351 LIMS","2025-09-11 10:04:23.387","2025-08-25 10:42:00.000",3504,29.699999999999999,29.7,0,0
"Q12351 LIMS","2025-09-11 10:04:17.457","2025-08-25 09:46:00.000",3587,1.0,1,0,0
"Q12351 LIMS","2025-09-11 10:04:17.870","2025-08-25 09:47:00.000",3587,2.0,2,0,0
"Q12351 LIMS","2025-09-11 10:04:18.350","2025-08-25 09:48:00.000",3587,3.0,3,0,0
"Q12351 LIMS","2025-09-11 10:04:18.763","2025-08-25 09:49:00.000",3587,4.0,4,0,0
"Q12351 LIMS","2025-09-11 10:04:19.163","2025-08-25 09:50:00.000",3587,5.0,5,0,0
"Q12351 LIMS","2025-09-11 10:04:19.803","2025-08-25 09:51:00.000",3587,6.0,6,0,0
"Q12351 LIMS","2025-09-11 10:04:20.253","2025-08-25 09:52:00.000",3587,7.0,7,0,0
"Q12351 LIMS","2025-09-11 10:04:20.680","2025-08-25 09:53:00.000",3587,7.2999999999999998,7.300,0,0
"Q12351 LIMS","2025-09-11 10:04:17.720","2025-08-25 09:46:00.000",3588,7.5,7.5,0,0
"Q12351 LIMS","2025-09-11 10:04:18.150","2025-08-25 09:47:00.000",3588,7.5,7.5,0,0
"Q12351 LIMS","2025-09-11 10:04:18.597","2025-08-25 09:48:00.000",3588,7.4000000000000004,7.4,0,0
"Q12351 LIMS","2025-09-11 10:04:18.997","2025-08-25 09:49:00.000",3588,4.5999999999999996,4.6,0,0
"Q12351 LIMS","2025-09-11 10:04:19.380","2025-08-25 09:50:00.000",3588,0.29999999999999999,0.3,0,0
"Q12351 LIMS","2025-09-11 10:04:20.060","2025-08-25 09:51:00.000",3588,0.20000000000000001,0.2,0,0
"Q12351 LIMS","2025-09-11 10:04:20.517","2025-08-25 09:52:00.000",3588,0.10000000000000001,0.1,0,0
"Q12351 LIMS","2025-09-11 10:04:20.910","2025-08-25 09:53:00.000",3588,0.10000000000000001,0.1,0,0
"Q12351 LIMS","2025-09-11 10:04:17.800","2025-08-25 09:46:00.000",3589,8.4000000000000004,8.4,0,0
"Q12351 LIMS","2025-09-11 10:04:18.273","2025-08-25 09:47:00.000",3589,8.3000000000000007,8.3,0,0
"Q12351 LIMS","2025-09-11 10:04:18.683","2025-08-25 09:48:00.000",3589,8.3000000000000007,8.3,0,0
"Q12351 LIMS","2025-09-11 10:04:19.083","2025-08-25 09:49:00.000",3589,7.7999999999999998,7.8,0,0
"Q12351 LIMS","2025-09-11 10:04:19.710","2025-08-25 09:50:00.000",3589,7.2999999999999998,7.3,0,0
"Q12351 LIMS","2025-09-11 10:04:20.180","2025-08-25 09:51:00.000",3589,7.2999999999999998,7.3,0,0
"Q12351 LIMS","2025-09-11 10:04:20.607","2025-08-25 09:52:00.000",3589,7.2999999999999998,7.3,0,0
"Q12351 LIMS","2025-09-11 10:04:20.983","2025-08-25 09:53:00.000",3589,7.2999999999999998,7.3,0,0
"Q12351 LIMS","2025-09-11 10:04:17.643","2025-08-25 09:46:00.000",3590,459.0,459,0,0
"Q12351 LIMS","2025-09-11 10:04:18.010","2025-08-25 09:47:00.000",3590,459.0,459,0,0
"Q12351 LIMS","2025-09-11 10:04:18.523","2025-08-25 09:48:00.000",3590,459.0,459,0,0
"Q12351 LIMS","2025-09-11 10:04:18.913","2025-08-25 09:49:00.000",3590,462.0,462,0,0
"Q12351 LIMS","2025-09-11 10:04:19.297","2025-08-25 09:50:00.000",3590,469.0,469,0,0
"Q12351 LIMS","2025-09-11 10:04:19.983","2025-08-25 09:51:00.000",3590,470.0,470,0,0
"Q12351 LIMS","2025-09-11 10:04:20.430","2025-08-25 09:52:00.000",3590,471.0,471,0,0
"Q12351 LIMS","2025-09-11 10:04:20.837","2025-08-25 09:53:00.000",3590,472.0,472,0,0
"Q12351 LIMS","2025-09-11 10:04:17.527","2025-08-25 09:46:00.000",3591,30.600000000000001,30.6,0,0
"Q12351 LIMS","2025-09-11 10:04:17.937","2025-08-25 09:47:00.000",3591,30.600000000000001,30.6,0,0
"Q12351 LIMS","2025-09-11 10:04:18.430","2025-08-25 09:48:00.000",3591,30.5,30.5,0,0
"Q12351 LIMS","2025-09-11 10:04:18.840","2025-08-25 09:49:00.000",3591,30.300000000000001,30.3,0,0
"Q12351 LIMS","2025-09-11 10:04:19.237","2025-08-25 09:50:00.000",3591,30.0,30,0,0
"Q12351 LIMS","2025-09-11 10:04:19.880","2025-08-25 09:51:00.000",3591,29.899999999999999,29.9,0,0
"Q12351 LIMS","2025-09-11 10:04:20.350","2025-08-25 09:52:00.000",3591,29.800000000000001,29.8,0,0
"Q12351 LIMS","2025-09-11 10:04:20.753","2025-08-25 09:53:00.000",3591,29.699999999999999,29.7,0,0
"Q12351 LIMS","2025-09-11 10:04:12.373","2025-08-25 09:11:00.000",3665,1.0,1,0,0
"Q12351 LIMS","2025-09-11 10:04:12.940","2025-08-25 09:12:00.000",3665,2.0,2,0,0
"Q12351 LIMS","2025-09-11 10:04:13.300","2025-08-25 09:13:00.000",3665,3.0,3,0,0
"Q12351 LIMS","2025-09-11 10:04:13.693","2025-08-25 09:14:00.000",3665,4.0,4,0,0
"Q12351 LIMS","2025-09-11 10:04:14.053","2025-08-25 09:15:00.000",3665,5.0,5,0,0
"Q12351 LIMS","2025-09-11 10:04:14.453","2025-08-25 09:16:00.000",3665,6.0,6,0,0
"Q12351 LIMS","2025-09-11 10:04:14.830","2025-08-25 09:17:00.000",3665,7.0,7,0,0
"Q12351 LIMS","2025-09-11 10:04:15.200","2025-08-25 09:18:00.000",3665,8.0,8,0,0
"Q12351 LIMS","2025-09-11 10:04:15.560","2025-08-25 09:19:00.000",3665,9.0,9,0,0
"Q12351 LIMS","2025-09-11 10:04:15.913","2025-08-25 09:20:00.000",3665,10.0,10,0,0
"Q12351 LIMS","2025-09-11 10:04:16.270","2025-08-25 09:21:00.000",3665,11.0,11,0,0
"Q12351 LIMS","2025-09-11 10:04:16.680","2025-08-25 09:22:00.000",3665,12.0,12,0,0
"Q12351 LIMS","2025-09-11 10:04:17.050","2025-08-25 09:23:00.000",3665,13.0,13,0,0
"Q12351 LIMS","2025-09-11 10:04:12.800","2025-08-25 09:11:00.000",3666,8.1999999999999993,8.2,0,0
"Q12351 LIMS","2025-09-11 10:04:13.153","2025-08-25 09:12:00.000",3666,8.1999999999999993,8.2,0,0
"Q12351 LIMS","2025-09-11 10:04:13.543","2025-08-25 09:13:00.000",3666,8.1999999999999993,8.2,0,0
"Q12351 LIMS","2025-09-11 10:04:13.907","2025-08-25 09:14:00.000",3666,7.7999999999999998,7.8,0,0
"Q12351 LIMS","2025-09-11 10:04:14.303","2025-08-25 09:15:00.000",3666,6.7999999999999998,6.8,0,0
"Q12351 LIMS","2025-09-11 10:04:14.683","2025-08-25 09:16:00.000",3666,6.2000000000000002,6.2,0,0
"Q12351 LIMS","2025-09-11 10:04:15.060","2025-08-25 09:17:00.000",3666,6.0,6,0,0
"Q12351 LIMS","2025-09-11 10:04:15.423","2025-08-25 09:18:00.000",3666,6.0,6,0,0
"Q12351 LIMS","2025-09-11 10:04:15.763","2025-08-25 09:19:00.000",3666,6.2000000000000002,6.2,0,0
"Q12351 LIMS","2025-09-11 10:04:16.123","2025-08-25 09:20:00.000",3666,6.2999999999999998,6.3,0,0
"Q12351 LIMS","2025-09-11 10:04:16.473","2025-08-25 09:21:00.000",3666,4.7000000000000002,4.7,0,0
"Q12351 LIMS","2025-09-11 10:04:16.890","2025-08-25 09:22:00.000",3666,0.69999999999999996,0.7,0,0
"Q12351 LIMS","2025-09-11 10:04:17.303","2025-08-25 09:23:00.000",3666,0.20000000000000001,0.2,0,0
"Q12351 LIMS","2025-09-11 10:04:12.873","2025-08-25 09:11:00.000",3667,8.5,8.5,0,0
"Q12351 LIMS","2025-09-11 10:04:13.227","2025-08-25 09:12:00.000",3667,8.5,8.5,0,0
"Q12351 LIMS","2025-09-11 10:04:13.623","2025-08-25 09:13:00.000",3667,8.5,8.5,0,0
"Q12351 LIMS","2025-09-11 10:04:13.990","2025-08-25 09:14:00.000",3667,8.4000000000000004,8.4,0,0
