AUDITUSER,AUDITTIMESTAMP,DATESTAMP,CURVALUE,TEXTVALUE,VARID,STATUS,ACTION,OLDVALUE,OLDTEXTVALUE
"Q12351 LIMS","2025-09-11 09:05:10.770","2025-08-06 12:34:00.000",4.0,4,2353,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:05:10.793","2025-08-06 12:34:00.000",29.899999999999999,29.9,2357,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:05:10.813","2025-08-06 12:34:00.000",266.0,266,2356,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:05:10.837","2025-08-06 12:34:00.000",7.0,7,2354,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:05:10.857","2025-08-06 12:34:00.000",8.1999999999999993,8.2,2355,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:05:10.880","2025-08-06 12:34:00.000",5.0,5,2353,0,2,4.0,4
"Q12351 LIMS","2025-09-11 09:05:10.900","2025-08-06 12:34:00.000",29.800000000000001,29.8,2357,0,2,29.899999999999999,29.9
"Q12351 LIMS","2025-09-11 09:05:10.933","2025-08-06 12:34:00.000",6.9000000000000004,6.9,2354,0,2,7.0,7
"Q12351 LIMS","2025-09-11 09:05:10.963","2025-08-06 12:34:00.000",6.0,6,2353,0,2,5.0,5
"Q12351 LIMS","2025-09-11 09:05:11.000","2025-08-06 12:34:00.000",6.7999999999999998,6.8,2354,0,2,6.9000000000000004,6.9
"Q12351 LIMS","2025-09-11 09:05:11.040","2025-08-06 12:35:00.000",7.0,7,2353,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:05:11.057","2025-08-06 12:35:00.000",29.800000000000001,29.8,2357,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:05:11.073","2025-08-06 12:35:00.000",267.0,267,2356,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:05:11.093","2025-08-06 12:35:00.000",6.5999999999999996,6.6,2354,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:05:11.113","2025-08-06 12:35:00.000",8.0999999999999996,8.1,2355,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:05:11.143","2025-08-06 12:35:00.000",8.0,8,2353,0,2,7.0,7
"Q12351 LIMS","2025-09-11 09:05:11.170","2025-08-06 12:35:00.000",29.600000000000001,29.6,2357,0,2,29.800000000000001,29.8
"Q12351 LIMS","2025-09-11 09:05:11.193","2025-08-06 12:35:00.000",270.0,270,2356,0,2,267.0,267
"Q12351 LIMS","2025-09-11 09:05:11.223","2025-08-06 12:35:00.000",4.9000000000000004,4.9,2354,0,2,6.5999999999999996,6.6
"Q12351 LIMS","2025-09-11 09:05:11.253","2025-08-06 12:35:00.000",7.9000000000000004,7.9,2355,0,2,8.0999999999999996,8.1
"Q12351 LIMS","2025-09-11 09:05:11.290","2025-08-06 12:35:00.000",9.0,9,2353,0,2,8.0,8
"Q12351 LIMS","2025-09-11 09:05:11.320","2025-08-06 12:35:00.000",29.0,29,2357,0,2,29.600000000000001,29.6
"Q12351 LIMS","2025-09-11 09:05:11.347","2025-08-06 12:35:00.000",280.0,280,2356,0,2,270.0,270
"Q12351 LIMS","2025-09-11 09:05:11.367","2025-08-06 12:35:00.000",1.1000000000000001,1.1,2354,0,2,4.9000000000000004,4.9
"Q12351 LIMS","2025-09-11 09:05:11.390","2025-08-06 12:35:00.000",7.5,7.5,2355,0,2,7.9000000000000004,7.9
"Q12351 LIMS","2025-09-11 09:05:11.420","2025-08-06 12:36:00.000",10.0,10,2353,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:05:11.453","2025-08-06 12:36:00.000",28.699999999999999,28.7,2357,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:05:11.480","2025-08-06 12:36:00.000",281.0,281,2356,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:05:11.503","2025-08-06 12:36:00.000",0.69999999999999996,0.7,2354,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:05:11.530","2025-08-06 12:36:00.000",7.4000000000000004,7.4,2355,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:05:11.563","2025-08-06 12:36:00.000",11.0,11,2353,0,2,10.0,10
"Q12351 LIMS","2025-09-11 09:05:11.587","2025-08-06 12:36:00.000",28.199999999999999,28.2,2357,0,2,28.699999999999999,28.7
"Q12351 LIMS","2025-09-11 09:05:11.613","2025-08-06 12:36:00.000",284.0,284,2356,0,2,281.0,281
"Q12351 LIMS","2025-09-11 09:05:11.640","2025-08-06 12:36:00.000",0.59999999999999998,0.6,2354,0,2,0.69999999999999996,0.7
"Q12351 LIMS","2025-09-11 09:05:11.663","2025-08-06 12:36:00.000",7.2999999999999998,7.3,2355,0,2,7.4000000000000004,7.4
"Q12351 LIMS","2025-09-11 09:05:11.700","2025-08-06 12:37:00.000",12.0,12,2353,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:05:11.717","2025-08-06 12:37:00.000",27.399999999999999,27.4,2357,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:05:11.750","2025-08-06 12:37:00.000",286.0,286,2356,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:05:11.773","2025-08-06 12:37:00.000",0.59999999999999998,0.6,2354,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:05:11.790","2025-08-06 12:37:00.000",7.2999999999999998,7.3,2355,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:05:11.810","2025-08-06 12:37:00.000",13.0,13,2353,0,2,12.0,12
"Q12351 LIMS","2025-09-11 09:05:11.830","2025-08-06 12:37:00.000",26.5,26.5,2357,0,2,27.399999999999999,27.4
"Q12351 LIMS","2025-09-11 09:05:11.847","2025-08-06 12:37:00.000",290.0,290,2356,0,2,286.0,286
"Q12351 LIMS","2025-09-11 09:05:11.860","2025-08-06 12:37:00.000",0.5,0.5,2354,0,2,0.59999999999999998,0.6
"Q12351 LIMS","2025-09-11 09:05:11.890","2025-08-06 12:37:00.000",14.0,14,2353,0,2,13.0,13
"Q12351 LIMS","2025-09-11 09:05:11.903","2025-08-06 12:37:00.000",25.199999999999999,25.2,2357,0,2,26.5,26.5
"Q12351 LIMS","2025-09-11 09:05:11.917","2025-08-06 12:37:00.000",296.0,296,2356,0,2,290.0,290
"Q12351 LIMS","2025-09-11 09:05:11.973","2025-08-06 12:38:00.000",15.0,15,2353,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:05:11.990","2025-08-06 12:38:00.000",24.300000000000001,24.3,2357,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:05:12.003","2025-08-06 12:38:00.000",300.0,300,2356,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:05:12.017","2025-08-06 12:38:00.000",0.5,0.5,2354,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:05:12.033","2025-08-06 12:38:00.000",7.2000000000000002,7.2,2355,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:05:12.060","2025-08-06 12:38:00.000",16.0,16,2353,0,2,15.0,15
"Q12351 LIMS","2025-09-11 09:05:12.087","2025-08-06 12:38:00.000",23.300000000000001,23.3,2357,0,2,24.300000000000001,24.3
"Q12351 LIMS","2025-09-11 09:05:12.110","2025-08-06 12:38:00.000",311.0,311,2356,0,2,300.0,300
"Q12351 LIMS","2025-09-11 09:05:12.140","2025-08-06 12:38:00.000",7.0999999999999996,7.1,2355,0,2,7.2000000000000002,7.2
"Q12351 LIMS","2025-09-11 09:05:12.157","2025-08-06 12:39:00.000",15.699999999999999,15.700,2353,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:05:12.173","2025-08-06 12:39:00.000",23.300000000000001,23.3,2357,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:05:12.193","2025-08-06 12:39:00.000",304.0,304,2356,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:05:12.210","2025-08-06 12:39:00.000",0.5,0.5,2354,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:05:12.223","2025-08-06 12:39:00.000",7.2000000000000002,7.2,2355,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:12.377","2025-08-25 09:11:00.000",1.0,1,3665,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:12.483","2025-08-25 09:11:00.000",30.5,30.5,3669,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:12.703","2025-08-25 09:11:00.000",457.0,457,3668,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:12.800","2025-08-25 09:11:00.000",8.1999999999999993,8.2,3666,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:12.873","2025-08-25 09:11:00.000",8.5,8.5,3667,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:25:04.170","2025-08-06 13:00:00.000",0.28999999999999998,0.290,3219,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:25:04.213","2025-08-06 13:00:00.000",30.600000000000001,30.6,3223,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:25:04.257","2025-08-06 13:00:00.000",259.0,259,3222,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:25:04.300","2025-08-06 13:00:00.000",8.1999999999999993,8.2,3220,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:25:04.343","2025-08-06 13:00:00.000",8.5,8.5,3221,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:25:04.390","2025-08-06 13:01:00.000",1.0,1,3219,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:25:04.450","2025-08-06 13:01:00.000",30.5,30.5,3223,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:25:04.497","2025-08-06 13:01:00.000",259.0,259,3222,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:25:04.553","2025-08-06 13:01:00.000",8.0999999999999996,8.1,3220,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:25:04.593","2025-08-06 13:01:00.000",8.5,8.5,3221,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:25:04.630","2025-08-06 13:02:00.000",1.9870000000000001,1.987,3219,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:25:04.697","2025-08-06 13:02:00.000",30.300000000000001,30.3,3223,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:25:04.740","2025-08-06 13:02:00.000",259.0,259,3222,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:25:04.780","2025-08-06 13:02:00.000",7.9000000000000004,7.9,3220,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:25:04.823","2025-08-06 13:02:00.000",8.4000000000000004,8.4,3221,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:25:04.910","2025-08-06 13:02:00.000",30.399999999999999,30.4,3223,0,2,30.300000000000001,30.3
"Q12351 LIMS","2025-09-11 09:25:05.043","2025-08-06 13:03:00.000",3.0019999999999998,3.002,3219,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:25:05.090","2025-08-06 13:03:00.000",29.899999999999999,29.9,3223,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:25:05.137","2025-08-06 13:03:00.000",264.0,264,3222,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:25:05.177","2025-08-06 13:03:00.000",5.7999999999999998,5.8,3220,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:25:05.220","2025-08-06 13:03:00.000",8.0,8,3221,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:25:05.263","2025-08-06 13:03:00.000",3.992,3.992,3219,0,2,3.0019999999999998,3.002
"Q12351 LIMS","2025-09-11 09:25:05.327","2025-08-06 13:03:00.000",29.600000000000001,29.6,3223,0,2,29.899999999999999,29.9
"Q12351 LIMS","2025-09-11 09:25:05.387","2025-08-06 13:03:00.000",263.0,263,3222,0,2,264.0,264
"Q12351 LIMS","2025-09-11 09:25:05.430","2025-08-06 13:03:00.000",5.9000000000000004,5.9,3220,0,2,5.7999999999999998,5.8
"Q12351 LIMS","2025-09-11 09:25:05.510","2025-08-06 13:03:00.000",4.9950000000000001,4.995,3219,0,2,3.992,3.992
"Q12351 LIMS","2025-09-11 09:25:05.617","2025-08-06 13:03:00.000",6.4000000000000004,6.4,3220,0,2,5.9000000000000004,5.9
"Q12351 LIMS","2025-09-11 09:25:05.670","2025-08-06 13:03:00.000",8.0999999999999996,8.1,3221,0,2,8.0,8
"Q12351 LIMS","2025-09-11 09:25:05.717","2025-08-06 13:04:00.000",5.9749999999999996,5.975,3219,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:25:05.763","2025-08-06 13:04:00.000",29.399999999999999,29.4,3223,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:25:05.807","2025-08-06 13:04:00.000",264.0,264,3222,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:25:05.847","2025-08-06 13:04:00.000",5.7999999999999998,5.8,3220,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:25:05.887","2025-08-06 13:04:00.000",8.0,8,3221,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:25:05.927","2025-08-06 13:04:00.000",6.9829999999999997,6.983,3219,0,2,5.9749999999999996,5.975
"Q12351 LIMS","2025-09-11 09:25:06.020","2025-08-06 13:04:00.000",265.0,265,3222,0,2,264.0,264
"Q12351 LIMS","2025-09-11 09:25:06.067","2025-08-06 13:04:00.000",6.0,6,3220,0,2,5.7999999999999998,5.8
"Q12351 LIMS","2025-09-11 09:25:06.143","2025-08-06 13:04:00.000",7.9889999999999999,7.989,3219,0,2,6.9829999999999997,6.983
"Q12351 LIMS","2025-09-11 09:25:06.197","2025-08-06 13:04:00.000",29.199999999999999,29.2,3223,0,2,29.399999999999999,29.4
"Q12351 LIMS","2025-09-11 09:25:06.240","2025-08-06 13:04:00.000",268.0,268,3222,0,2,265.0,265
"Q12351 LIMS","2025-09-11 09:25:06.290","2025-08-06 13:04:00.000",3.8999999999999999,3.9,3220,0,2,6.0,6
"Q12351 LIMS","2025-09-11 09:25:06.333","2025-08-06 13:04:00.000",7.7000000000000002,7.7,3221,0,2,8.0,8
"Q12351 LIMS","2025-09-11 09:25:06.373","2025-08-06 13:04:00.000",8.9689999999999994,8.969,3219,0,2,7.9889999999999999,7.989
"Q12351 LIMS","2025-09-11 09:25:06.427","2025-08-06 13:04:00.000",29.0,29,3223,0,2,29.199999999999999,29.2
"Q12351 LIMS","2025-09-11 09:25:06.467","2025-08-06 13:04:00.000",273.0,273,3222,0,2,268.0,268
"Q12351 LIMS","2025-09-11 09:25:06.513","2025-08-06 13:04:00.000",2.5,2.5,3220,0,2,3.8999999999999999,3.9
"Q12351 LIMS","2025-09-11 09:25:06.557","2025-08-06 13:04:00.000",7.5999999999999996,7.6,3221,0,2,7.7000000000000002,7.7
"Q12351 LIMS","2025-09-11 09:25:06.600","2025-08-06 13:05:00.000",10.087999999999999,10.088,3219,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:25:06.650","2025-08-06 13:05:00.000",28.600000000000001,28.6,3223,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:25:06.683","2025-08-06 13:05:00.000",279.0,279,3222,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:25:06.723","2025-08-06 13:05:00.000",0.80000000000000004,0.8,3220,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:25:06.763","2025-08-06 13:05:00.000",7.4000000000000004,7.4,3221,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:25:06.810","2025-08-06 13:05:00.000",11.009,11.009,3219,0,2,10.087999999999999,10.088
"Q12351 LIMS","2025-09-11 09:25:06.857","2025-08-06 13:05:00.000",28.199999999999999,28.2,3223,0,2,28.600000000000001,28.6
"Q12351 LIMS","2025-09-11 09:25:06.900","2025-08-06 13:05:00.000",283.0,283,3222,0,2,279.0,279
"Q12351 LIMS","2025-09-11 09:25:06.947","2025-08-06 13:05:00.000",0.59999999999999998,0.6,3220,0,2,0.80000000000000004,0.8
"Q12351 LIMS","2025-09-11 09:25:06.993","2025-08-06 13:05:00.000",7.2999999999999998,7.3,3221,0,2,7.4000000000000004,7.4
"Q12351 LIMS","2025-09-11 09:25:07.037","2025-08-06 13:05:00.000",12.018000000000001,12.018,3219,0,2,11.009,11.009
"Q12351 LIMS","2025-09-11 09:25:07.093","2025-08-06 13:05:00.000",28.0,28,3223,0,2,28.199999999999999,28.2
"Q12351 LIMS","2025-09-11 09:25:07.140","2025-08-06 13:05:00.000",285.0,285,3222,0,2,283.0,283
"Q12351 LIMS","2025-09-11 09:25:07.223","2025-08-06 13:06:00.000",12.98,12.980,3219,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:25:07.260","2025-08-06 13:06:00.000",27.699999999999999,27.7,3223,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:25:07.290","2025-08-06 13:06:00.000",290.0,290,3222,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:25:07.313","2025-08-06 13:06:00.000",0.59999999999999998,0.6,3220,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:25:07.343","2025-08-06 13:06:00.000",7.2999999999999998,7.3,3221,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 09:25:07.377","2025-08-06 13:06:00.000",13.364000000000001,13.364,3219,0,2,12.98,12.980
"Q12351 LIMS","2025-09-11 09:25:07.420","2025-08-06 13:06:00.000",27.399999999999999,27.4,3223,0,2,27.699999999999999,27.7
"Q12351 LIMS","2025-09-11 09:25:07.450","2025-08-06 13:06:00.000",295.0,295,3222,0,2,290.0,290
"Q12351 LIMS","2025-09-11 09:25:07.480","2025-08-06 13:06:00.000",0.5,0.5,3220,0,2,0.59999999999999998,0.6
"Q12351 LIMS","2025-09-11 09:25:07.517","2025-08-06 13:06:00.000",7.2000000000000002,7.2,3221,0,2,7.2999999999999998,7.3
"Q12351 LIMS","2025-09-11 10:04:12.943","2025-08-25 09:12:00.000",2.0,2,3665,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:13.013","2025-08-25 09:12:00.000",30.5,30.5,3669,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:13.083","2025-08-25 09:12:00.000",457.0,457,3668,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:13.157","2025-08-25 09:12:00.000",8.1999999999999993,8.2,3666,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:13.227","2025-08-25 09:12:00.000",8.5,8.5,3667,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:13.300","2025-08-25 09:13:00.000",3.0,3,3665,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:13.380","2025-08-25 09:13:00.000",30.399999999999999,30.4,3669,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:13.460","2025-08-25 09:13:00.000",457.0,457,3668,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:13.547","2025-08-25 09:13:00.000",8.1999999999999993,8.2,3666,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:13.623","2025-08-25 09:13:00.000",8.5,8.5,3667,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:13.693","2025-08-25 09:14:00.000",4.0,4,3665,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:13.773","2025-08-25 09:14:00.000",30.399999999999999,30.4,3669,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:13.843","2025-08-25 09:14:00.000",458.0,458,3668,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:13.910","2025-08-25 09:14:00.000",7.7999999999999998,7.8,3666,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:13.990","2025-08-25 09:14:00.000",8.4000000000000004,8.4,3667,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:14.057","2025-08-25 09:15:00.000",5.0,5,3665,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:14.140","2025-08-25 09:15:00.000",30.0,30,3669,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:14.220","2025-08-25 09:15:00.000",459.0,459,3668,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:14.310","2025-08-25 09:15:00.000",6.7999999999999998,6.8,3666,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:14.387","2025-08-25 09:15:00.000",8.1999999999999993,8.2,3667,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:14.457","2025-08-25 09:16:00.000",6.0,6,3665,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:14.543","2025-08-25 09:16:00.000",29.899999999999999,29.9,3669,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:14.610","2025-08-25 09:16:00.000",460.0,460,3668,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:14.687","2025-08-25 09:16:00.000",6.2000000000000002,6.2,3666,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:14.760","2025-08-25 09:16:00.000",8.0999999999999996,8.1,3667,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:14.830","2025-08-25 09:17:00.000",7.0,7,3665,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:14.910","2025-08-25 09:17:00.000",29.800000000000001,29.8,3669,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:14.980","2025-08-25 09:17:00.000",460.0,460,3668,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:15.060","2025-08-25 09:17:00.000",6.0,6,3666,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:15.130","2025-08-25 09:17:00.000",8.0,8,3667,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:15.200","2025-08-25 09:18:00.000",8.0,8,3665,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:15.280","2025-08-25 09:18:00.000",29.800000000000001,29.8,3669,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:15.357","2025-08-25 09:18:00.000",460.0,460,3668,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:15.427","2025-08-25 09:18:00.000",6.0,6,3666,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:15.493","2025-08-25 09:18:00.000",8.0,8,3667,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:15.560","2025-08-25 09:19:00.000",9.0,9,3665,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:15.627","2025-08-25 09:19:00.000",29.800000000000001,29.8,3669,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:15.690","2025-08-25 09:19:00.000",460.0,460,3668,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:15.767","2025-08-25 09:19:00.000",6.2000000000000002,6.2,3666,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:15.837","2025-08-25 09:19:00.000",8.0999999999999996,8.1,3667,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:15.913","2025-08-25 09:20:00.000",10.0,10,3665,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:15.987","2025-08-25 09:20:00.000",29.800000000000001,29.8,3669,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:16.053","2025-08-25 09:20:00.000",460.0,460,3668,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:16.123","2025-08-25 09:20:00.000",6.2999999999999998,6.3,3666,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:16.197","2025-08-25 09:20:00.000",8.0999999999999996,8.1,3667,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:16.270","2025-08-25 09:21:00.000",11.0,11,3665,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:16.340","2025-08-25 09:21:00.000",29.600000000000001,29.6,3669,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:16.410","2025-08-25 09:21:00.000",463.0,463,3668,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:16.473","2025-08-25 09:21:00.000",4.7000000000000002,4.7,3666,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:16.607","2025-08-25 09:21:00.000",7.7999999999999998,7.8,3667,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:16.680","2025-08-25 09:22:00.000",12.0,12,3665,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:16.753","2025-08-25 09:22:00.000",29.199999999999999,29.2,3669,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:16.820","2025-08-25 09:22:00.000",471.0,471,3668,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:16.893","2025-08-25 09:22:00.000",0.69999999999999996,0.7,3666,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:16.967","2025-08-25 09:22:00.000",7.4000000000000004,7.4,3667,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:17.063","2025-08-25 09:23:00.000",13.0,13,3665,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:17.143","2025-08-25 09:23:00.000",28.399999999999999,28.4,3669,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:17.220","2025-08-25 09:23:00.000",481.0,481,3668,0,1,NULL,NULL
"Q12351 LIMS","2025-09-11 10:04:17.307","2025-08-25 09:23:00.000",0.20000000000000001,0.2,3666,0,1,NULL,NULL
